developer_id,event_time,activity_type,language,duration_minutes
D076,2026-07-04 08:30:00,coding,TypeScript,50
D085,2026-07-04 08:30:00,coding,Java,54
D095,2026-07-04 08:31:00,coding,Other,71
D003,2026-07-04 08:31:00,coding,Other,71
D043,2026-07-04 08:32:00,debugging,Java,52
D029,2026-07-04 08:32:00,idle,SQL,27
D059,2026-07-04 08:32:00,debugging,Python,37
D093,2026-07-04 08:33:00,coding,JavaScript,15
D040,2026-07-04 08:33:00,coding,Java,2
D026,2026-07-04 08:33:00,debugging,Python,32
D022,2026-07-04 08:34:00,coding,TypeScript,46
D037,2026-07-04 08:36:00,file_edit,Python,57
D009,2026-07-04 08:36:00,file_edit,TypeScript,50
D059,2026-07-04 08:37:00,coding,Other,67
D045,2026-07-04 08:38:00,debugging,Other,68
D092,2026-07-04 08:38:00,file_edit,JavaScript,76
D068,2026-07-04 08:38:00,file_edit,JavaScript,17
D014,2026-07-04 08:39:00,debugging,TypeScript,39
D036,2026-07-04 08:39:00,coding,SQL,7
D099,2026-07-04 08:40:00,file_edit,SQL,23
D020,2026-07-04 08:40:00,file_edit,TypeScript,15
D070,2026-07-04 08:40:00,debugging,TypeScript,56
D035,2026-07-04 08:41:00,terminal,SQL,8
D082,2026-07-04 08:41:00,coding,JavaScript,83
D008,2026-07-04 08:41:00,idle,JavaScript,44
D007,2026-07-04 08:42:00,idle,TypeScript,89
D087,2026-07-04 08:42:00,coding,TypeScript,82
D036,2026-07-04 08:43:00,file_edit,TypeScript,75
D093,2026-07-04 08:43:00,coding,Python,61
D002,2026-07-04 08:44:00,coding,Java,23
D048,2026-07-04 08:44:00,coding,Java,67
D084,2026-07-04 08:45:00,coding,Java,50
D063,2026-07-04 08:45:00,coding,Java,34
D023,2026-07-04 08:45:00,terminal,Other,54
D053,2026-07-04 08:46:00,coding,Other,54
D057,2026-07-04 08:46:00,file_edit,Java,64
D043,2026-07-04 08:47:00,coding,Java,43
D020,2026-07-04 08:47:00,coding,JavaScript,39
D024,2026-07-04 08:47:00,terminal,Python,84
D018,2026-07-04 08:47:00,coding,SQL,13
D033,2026-07-04 08:47:00,coding,TypeScript,60
D085,2026-07-04 08:47:00,debugging,Java,68
D051,2026-07-04 08:48:00,file_edit,Other,30
D090,2026-07-04 08:48:00,idle,SQL,81
D051,2026-07-04 08:48:00,coding,Other,18
D088,2026-07-04 08:48:00,file_edit,SQL,35
D064,2026-07-04 08:49:00,debugging,JavaScript,23
D086,2026-07-04 08:49:00,coding,Java,33
D064,2026-07-04 08:49:00,coding,Java,28
D030,2026-07-04 08:49:00,coding,SQL,17
D069,2026-07-04 08:49:00,terminal,Java,42
D014,2026-07-04 08:50:00,coding,Python,50
D088,2026-07-04 08:50:00,coding,TypeScript,85
D065,2026-07-04 08:51:00,debugging,Python,28
D033,2026-07-04 08:51:00,file_edit,Java,50
D034,2026-07-04 08:51:00,coding,Java,41
D037,2026-07-04 08:52:00,idle,TypeScript,22
D097,2026-07-04 08:53:00,idle,JavaScript,30
D062,2026-07-04 08:53:00,terminal,TypeScript,81
D012,2026-07-04 08:53:00,terminal,JavaScript,47
D063,2026-07-04 08:53:00,coding,Python,3
D054,2026-07-04 08:55:00,coding,Java,25
D061,2026-07-04 08:55:00,file_edit,SQL,42
D002,2026-07-04 08:56:00,file_edit,Other,84
D054,2026-07-04 08:56:00,terminal,JavaScript,77
D095,2026-07-04 08:57:00,debugging,Java,47
D095,2026-07-04 08:57:00,coding,JavaScript,20
D045,2026-07-04 08:57:00,coding,Python,27
D011,2026-07-04 08:58:00,file_edit,JavaScript,25
D014,2026-07-04 09:01:00,coding,SQL,56
D074,2026-07-04 09:01:00,coding,TypeScript,45
D065,2026-07-04 09:02:00,coding,JavaScript,51
D090,2026-07-04 09:02:00,coding,Java,63
D075,2026-07-04 09:02:00,coding,Java,23
D057,2026-07-04 09:03:00,terminal,Other,41
D094,2026-07-04 09:03:00,coding,Python,3
D069,2026-07-04 09:04:00,coding,JavaScript,45
D097,2026-07-04 09:04:00,file_edit,Other,58
D020,2026-07-04 09:04:00,coding,JavaScript,34
D003,2026-07-04 09:04:00,coding,TypeScript,90
D092,2026-07-04 09:05:00,file_edit,TypeScript,40
D017,2026-07-04 09:06:00,coding,Java,71
D079,2026-07-04 09:06:00,coding,SQL,37
D080,2026-07-04 09:06:00,terminal,JavaScript,22
D002,2026-07-04 09:06:00,coding,Java,59
D095,2026-07-04 09:06:00,file_edit,Java,81
D017,2026-07-04 09:06:00,coding,JavaScript,19
D060,2026-07-04 09:07:00,coding,TypeScript,10
D073,2026-07-04 09:08:00,coding,Java,63
D029,2026-07-04 09:09:00,file_edit,JavaScript,35
D002,2026-07-04 09:09:00,file_edit,Java,17
D066,2026-07-04 09:10:00,coding,Java,22
D001,2026-07-04 09:11:00,debugging,Python,79
D020,2026-07-04 09:11:00,coding,Other,63
D076,2026-07-04 09:11:00,file_edit,Java,67
D023,2026-07-04 09:11:00,coding,Java,75
D009,2026-07-04 09:11:00,coding,Java,38
D053,2026-07-04 09:12:00,coding,JavaScript,62
D004,2026-07-04 09:12:00,coding,TypeScript,41
D083,2026-07-04 09:12:00,debugging,Python,37
D043,2026-07-04 09:12:00,file_edit,Java,44
D002,2026-07-04 09:13:00,debugging,TypeScript,20
D061,2026-07-04 09:13:00,debugging,SQL,21
D064,2026-07-04 09:13:00,coding,JavaScript,81
D027,2026-07-04 09:13:00,coding,TypeScript,80
D075,2026-07-04 09:13:00,coding,JavaScript,66
D053,2026-07-04 09:14:00,file_edit,JavaScript,2
D091,2026-07-04 09:15:00,idle,Python,26
D035,2026-07-04 09:15:00,terminal,TypeScript,62
D009,2026-07-04 09:16:00,file_edit,Python,14
D053,2026-07-04 09:17:00,file_edit,JavaScript,12
D054,2026-07-04 09:17:00,file_edit,SQL,9
D017,2026-07-04 09:17:00,coding,Java,75
D079,2026-07-04 09:18:00,coding,JavaScript,46
D100,2026-07-04 09:19:00,idle,Java,77
D085,2026-07-04 09:20:00,coding,JavaScript,85
D013,2026-07-04 09:20:00,file_edit,TypeScript,86
D071,2026-07-04 09:20:00,terminal,Java,46
D004,2026-07-04 09:21:00,coding,JavaScript,30
D096,2026-07-04 09:21:00,file_edit,Python,51
D047,2026-07-04 09:21:00,coding,SQL,50
D043,2026-07-04 09:21:00,coding,Java,2
D036,2026-07-04 09:22:00,coding,TypeScript,22
D001,2026-07-04 09:23:00,file_edit,Java,83
D058,2026-07-04 09:23:00,terminal,Other,62
D009,2026-07-04 09:24:00,coding,TypeScript,29
D098,2026-07-04 09:24:00,coding,Other,79
D055,2026-07-04 09:25:00,debugging,Python,81
D060,2026-07-04 09:25:00,file_edit,TypeScript,38
D031,2026-07-04 09:25:00,file_edit,JavaScript,19
D078,2026-07-04 09:26:00,file_edit,Java,39
D064,2026-07-04 09:27:00,file_edit,Other,28
D057,2026-07-04 09:27:00,file_edit,SQL,57
D025,2026-07-04 09:28:00,coding,JavaScript,83
D093,2026-07-04 09:28:00,coding,SQL,35
D074,2026-07-04 09:28:00,coding,Python,25
D066,2026-07-04 09:30:00,debugging,Other,11
D053,2026-07-04 09:30:00,debugging,JavaScript,53
D060,2026-07-04 09:31:00,coding,Other,85
D039,2026-07-04 09:31:00,idle,Java,70
D002,2026-07-04 09:32:00,terminal,JavaScript,7
D004,2026-07-04 09:32:00,debugging,Java,86
D060,2026-07-04 09:33:00,file_edit,SQL,78
D026,2026-07-04 09:33:00,debugging,TypeScript,64
D078,2026-07-04 09:33:00,coding,SQL,85
D094,2026-07-04 09:33:00,coding,Python,54
D038,2026-07-04 09:33:00,debugging,Other,2
D088,2026-07-04 09:33:00,debugging,Other,32
D079,2026-07-04 09:34:00,coding,JavaScript,73
D006,2026-07-04 09:34:00,terminal,SQL,39
D098,2026-07-04 09:34:00,coding,JavaScript,77
D075,2026-07-04 09:34:00,coding,Python,34
D084,2026-07-04 09:35:00,coding,JavaScript,22
D005,2026-07-04 09:35:00,coding,Python,47
D037,2026-07-04 09:35:00,debugging,Java,70
D075,2026-07-04 09:35:00,coding,JavaScript,3
D006,2026-07-04 09:36:00,terminal,SQL,44
D050,2026-07-04 09:36:00,coding,Python,87
D055,2026-07-04 09:36:00,coding,Python,89
D076,2026-07-04 09:37:00,coding,SQL,38
D079,2026-07-04 09:37:00,coding,Java,46
D050,2026-07-04 09:37:00,file_edit,TypeScript,71
D042,2026-07-04 09:38:00,coding,Java,39
D067,2026-07-04 09:40:00,coding,Other,6
D068,2026-07-04 09:40:00,coding,SQL,36
D018,2026-07-04 09:40:00,coding,Java,84
D097,2026-07-04 09:41:00,coding,Java,47
D090,2026-07-04 09:41:00,coding,JavaScript,73
D068,2026-07-04 09:42:00,coding,Other,81
D054,2026-07-04 09:42:00,debugging,TypeScript,76
D058,2026-07-04 09:43:00,debugging,JavaScript,6
D087,2026-07-04 09:43:00,file_edit,JavaScript,81
D090,2026-07-04 09:43:00,coding,JavaScript,21
D017,2026-07-04 09:43:00,coding,Java,73
D054,2026-07-04 09:43:00,coding,Python,66
D001,2026-07-04 09:43:00,coding,Other,26
D098,2026-07-04 09:43:00,coding,Other,86
D049,2026-07-04 09:44:00,coding,Python,22
D045,2026-07-04 09:44:00,idle,TypeScript,7
D009,2026-07-04 09:45:00,coding,TypeScript,60
D090,2026-07-04 09:45:00,idle,Other,60
D036,2026-07-04 09:45:00,coding,Java,16
D039,2026-07-04 09:45:00,coding,SQL,90
D088,2026-07-04 09:45:00,coding,Other,75
D063,2026-07-04 09:45:00,debugging,JavaScript,16
D052,2026-07-04 09:46:00,debugging,Java,55
D090,2026-07-04 09:48:00,coding,JavaScript,84
D031,2026-07-04 09:49:00,coding,SQL,32
D098,2026-07-04 09:50:00,file_edit,Java,66
D005,2026-07-04 09:52:00,coding,SQL,81
D055,2026-07-04 09:53:00,coding,SQL,76
D022,2026-07-04 09:53:00,debugging,Java,28
D081,2026-07-04 09:53:00,idle,TypeScript,90
D079,2026-07-04 09:54:00,debugging,Other,39
D021,2026-07-04 09:54:00,coding,Java,29
D056,2026-07-04 09:55:00,idle,Python,46
D007,2026-07-04 09:55:00,coding,Python,53
D047,2026-07-04 09:56:00,coding,Python,55
D037,2026-07-04 09:56:00,debugging,Python,75
D004,2026-07-04 09:56:00,coding,Python,11
D048,2026-07-04 09:57:00,terminal,JavaScript,90
D082,2026-07-04 09:59:00,terminal,Python,10
D081,2026-07-04 10:00:00,file_edit,Python,80
D061,2026-07-04 10:01:00,coding,TypeScript,36
D072,2026-07-04 10:01:00,coding,JavaScript,46
D077,2026-07-04 10:02:00,file_edit,Java,24
D080,2026-07-04 10:03:00,debugging,TypeScript,6
D003,2026-07-04 10:03:00,terminal,Java,63
D008,2026-07-04 10:03:00,file_edit,TypeScript,62
D032,2026-07-04 10:03:00,coding,Other,2
D080,2026-07-04 10:03:00,file_edit,JavaScript,40
D050,2026-07-04 10:04:00,coding,TypeScript,58
D060,2026-07-04 10:04:00,file_edit,JavaScript,65
D060,2026-07-04 10:04:00,coding,SQL,4
D088,2026-07-04 10:04:00,terminal,Java,29
D018,2026-07-04 10:05:00,terminal,TypeScript,3
D005,2026-07-04 10:06:00,terminal,Python,66
D024,2026-07-04 10:07:00,terminal,TypeScript,13
D049,2026-07-04 10:08:00,coding,Other,61
D062,2026-07-04 10:08:00,coding,Other,58
D045,2026-07-04 10:08:00,debugging,Python,61
D051,2026-07-04 10:09:00,terminal,Java,85
D026,2026-07-04 10:10:00,coding,TypeScript,33
D094,2026-07-04 10:10:00,file_edit,SQL,54
D045,2026-07-04 10:11:00,debugging,Java,43
D033,2026-07-04 10:11:00,debugging,JavaScript,1
D047,2026-07-04 10:11:00,debugging,Other,68
D046,2026-07-04 10:11:00,terminal,Other,83
D048,2026-07-04 10:12:00,debugging,JavaScript,58
D001,2026-07-04 10:12:00,coding,JavaScript,30
D030,2026-07-04 10:14:00,coding,TypeScript,90
D018,2026-07-04 10:14:00,debugging,Other,2
D067,2026-07-04 10:14:00,debugging,Java,47
D050,2026-07-04 10:15:00,debugging,Java,60
D017,2026-07-04 10:15:00,coding,Other,57
D093,2026-07-04 10:15:00,coding,JavaScript,79
D065,2026-07-04 10:16:00,coding,JavaScript,30
D099,2026-07-04 10:16:00,debugging,SQL,52
D067,2026-07-04 10:17:00,terminal,Python,80
D070,2026-07-04 10:17:00,terminal,TypeScript,32
D027,2026-07-04 10:18:00,file_edit,Python,43
D063,2026-07-04 10:18:00,file_edit,JavaScript,15
D080,2026-07-04 10:18:00,terminal,Other,33
D051,2026-07-04 10:18:00,coding,JavaScript,13
D060,2026-07-04 10:19:00,coding,JavaScript,67
D059,2026-07-04 10:20:00,coding,Python,32
D073,2026-07-04 10:22:00,coding,JavaScript,73
D069,2026-07-04 10:22:00,debugging,Python,31
D070,2026-07-04 10:22:00,coding,JavaScript,68
D011,2026-07-04 10:23:00,coding,Java,28
D090,2026-07-04 10:23:00,terminal,Other,10
D027,2026-07-04 10:24:00,debugging,TypeScript,9
D028,2026-07-04 10:24:00,coding,JavaScript,41
D075,2026-07-04 10:24:00,file_edit,Python,35
D010,2026-07-04 10:24:00,debugging,TypeScript,58
D016,2026-07-04 10:26:00,file_edit,Python,8
D001,2026-07-04 10:26:00,file_edit,Python,16
D041,2026-07-04 10:26:00,coding,SQL,41
D073,2026-07-04 10:27:00,terminal,JavaScript,81
D048,2026-07-04 10:27:00,file_edit,JavaScript,65
D086,2026-07-04 10:27:00,file_edit,Python,58
D073,2026-07-04 10:29:00,terminal,Other,88
D025,2026-07-04 10:29:00,idle,SQL,42
D042,2026-07-04 10:29:00,coding,TypeScript,63
D096,2026-07-04 10:29:00,coding,Other,19
D019,2026-07-04 10:29:00,coding,JavaScript,26
D008,2026-07-04 10:30:00,coding,SQL,87
D001,2026-07-04 10:31:00,debugging,Other,61
D099,2026-07-04 10:31:00,coding,SQL,5
D011,2026-07-04 10:32:00,debugging,Other,11
D062,2026-07-04 10:32:00,coding,Java,88
D035,2026-07-04 10:32:00,coding,JavaScript,73
D032,2026-07-04 10:32:00,terminal,JavaScript,43
D010,2026-07-04 10:33:00,coding,Java,18
D032,2026-07-04 10:34:00,idle,SQL,40
D087,2026-07-04 10:34:00,coding,Other,9
D027,2026-07-04 10:35:00,terminal,TypeScript,64
D021,2026-07-04 10:35:00,coding,TypeScript,27
D065,2026-07-04 10:35:00,coding,Other,83
D045,2026-07-04 10:35:00,debugging,Other,5
D034,2026-07-04 10:36:00,coding,SQL,38
D023,2026-07-04 10:37:00,debugging,Other,3
D038,2026-07-04 10:37:00,coding,SQL,75
D097,2026-07-04 10:38:00,coding,Other,83
D032,2026-07-04 10:38:00,idle,Java,89
D040,2026-07-04 10:38:00,debugging,TypeScript,53
D076,2026-07-04 10:38:00,file_edit,Other,62
D074,2026-07-04 10:38:00,coding,JavaScript,70
D069,2026-07-04 10:39:00,coding,Python,2
D081,2026-07-04 10:40:00,file_edit,TypeScript,85
D061,2026-07-04 10:40:00,coding,JavaScript,6
D043,2026-07-04 10:40:00,coding,Java,78
D017,2026-07-04 10:41:00,debugging,Java,62
D041,2026-07-04 10:42:00,terminal,Python,37
D008,2026-07-04 10:43:00,coding,JavaScript,7
D012,2026-07-04 10:44:00,coding,TypeScript,42
D075,2026-07-04 10:45:00,coding,Other,67
D093,2026-07-04 10:45:00,coding,Java,84
D063,2026-07-04 10:45:00,debugging,JavaScript,18
D087,2026-07-04 10:46:00,terminal,JavaScript,48
D005,2026-07-04 10:46:00,coding,JavaScript,33
D014,2026-07-04 10:47:00,coding,Java,89
D091,2026-07-04 10:47:00,idle,TypeScript,29
D091,2026-07-04 10:48:00,coding,JavaScript,75
D061,2026-07-04 10:48:00,debugging,TypeScript,3
D038,2026-07-04 10:48:00,coding,Python,15
D055,2026-07-04 10:49:00,coding,TypeScript,8
D058,2026-07-04 10:50:00,coding,Python,87
D061,2026-07-04 10:50:00,debugging,Python,89
D046,2026-07-04 10:51:00,debugging,JavaScript,72
D069,2026-07-04 10:51:00,coding,JavaScript,2
D083,2026-07-04 10:51:00,coding,Other,53
D083,2026-07-04 10:52:00,coding,Python,70
D067,2026-07-04 10:52:00,idle,Python,16
D014,2026-07-04 10:52:00,coding,Other,81
D024,2026-07-04 10:52:00,coding,TypeScript,25
D060,2026-07-04 10:52:00,debugging,Other,34
D031,2026-07-04 10:53:00,file_edit,JavaScript,66
D059,2026-07-04 10:53:00,file_edit,Other,67
D071,2026-07-04 10:53:00,coding,JavaScript,28
D033,2026-07-04 10:54:00,coding,SQL,14
D030,2026-07-04 10:55:00,coding,Java,18
D096,2026-07-04 10:55:00,coding,TypeScript,18
D031,2026-07-04 10:56:00,coding,Other,3
D063,2026-07-04 10:56:00,terminal,Java,19
D081,2026-07-04 10:56:00,file_edit,Python,72
D100,2026-07-04 10:56:00,coding,Other,28
D097,2026-07-04 10:56:00,idle,SQL,68
D028,2026-07-04 10:56:00,coding,JavaScript,36
D007,2026-07-04 10:57:00,coding,Java,62
D080,2026-07-04 10:57:00,debugging,JavaScript,33
D011,2026-07-04 10:57:00,terminal,TypeScript,65
D039,2026-07-04 10:57:00,coding,TypeScript,24
D022,2026-07-04 10:58:00,debugging,SQL,85
D089,2026-07-04 10:59:00,terminal,Other,49
D007,2026-07-04 10:59:00,coding,Other,35
D045,2026-07-04 11:00:00,debugging,Python,44
D046,2026-07-04 11:01:00,idle,TypeScript,85
D031,2026-07-04 11:01:00,debugging,JavaScript,32
D045,2026-07-04 11:01:00,debugging,Java,68
D078,2026-07-04 11:02:00,terminal,TypeScript,37
D050,2026-07-04 11:02:00,debugging,Other,79
D055,2026-07-04 11:02:00,file_edit,Python,62
D063,2026-07-04 11:03:00,debugging,Java,56
D100,2026-07-04 11:03:00,coding,Python,18
D075,2026-07-04 11:04:00,file_edit,Java,24
D028,2026-07-04 11:04:00,coding,SQL,38
D094,2026-07-04 11:04:00,terminal,TypeScript,28
D060,2026-07-04 11:05:00,idle,TypeScript,30
D029,2026-07-04 11:06:00,idle,TypeScript,86
D060,2026-07-04 11:08:00,coding,SQL,63
D018,2026-07-04 11:08:00,file_edit,Other,33
D095,2026-07-04 11:08:00,file_edit,SQL,58
D007,2026-07-04 11:10:00,coding,Python,1
D062,2026-07-04 11:12:00,coding,Python,81
D085,2026-07-04 11:12:00,coding,Python,84
D069,2026-07-04 11:12:00,file_edit,TypeScript,58
D004,2026-07-04 11:13:00,coding,JavaScript,80
D081,2026-07-04 11:13:00,coding,Other,73
D069,2026-07-04 11:13:00,file_edit,Python,56
D026,2026-07-04 11:14:00,terminal,SQL,68
D047,2026-07-04 11:14:00,file_edit,Python,43
D069,2026-07-04 11:14:00,file_edit,Other,83
D065,2026-07-04 11:16:00,coding,TypeScript,24
D018,2026-07-04 11:17:00,debugging,TypeScript,81
D056,2026-07-04 11:18:00,terminal,TypeScript,49
D098,2026-07-04 11:18:00,file_edit,JavaScript,59
D023,2026-07-04 11:18:00,debugging,JavaScript,23
D074,2026-07-04 11:18:00,idle,TypeScript,16
D002,2026-07-04 11:18:00,coding,SQL,72
D069,2026-07-04 11:19:00,coding,Java,21
D075,2026-07-04 11:20:00,debugging,Java,69
D056,2026-07-04 11:20:00,debugging,TypeScript,46
D088,2026-07-04 11:20:00,coding,JavaScript,16
D022,2026-07-04 11:21:00,debugging,Java,51
D029,2026-07-04 11:22:00,coding,Java,40
D002,2026-07-04 11:22:00,coding,TypeScript,66
D067,2026-07-04 11:22:00,terminal,Java,88
D074,2026-07-04 11:23:00,coding,Other,79
D021,2026-07-04 11:23:00,terminal,SQL,88
D048,2026-07-04 11:24:00,coding,TypeScript,90
D018,2026-07-04 11:24:00,coding,JavaScript,28
D083,2026-07-04 11:24:00,coding,SQL,19
D010,2026-07-04 11:26:00,coding,SQL,57
D007,2026-07-04 11:27:00,idle,Java,5
D041,2026-07-04 11:27:00,coding,Java,57
D041,2026-07-04 11:28:00,file_edit,Java,51
D087,2026-07-04 11:28:00,coding,Other,55
D051,2026-07-04 11:28:00,coding,Java,52
D015,2026-07-04 11:28:00,file_edit,Python,16
D067,2026-07-04 11:29:00,coding,TypeScript,6
D098,2026-07-04 11:30:00,coding,SQL,32
D042,2026-07-04 11:30:00,coding,TypeScript,63
D066,2026-07-04 11:30:00,coding,Python,21
D030,2026-07-04 11:30:00,coding,Java,10
D012,2026-07-04 11:30:00,coding,TypeScript,36
D100,2026-07-04 11:31:00,coding,Python,57
D032,2026-07-04 11:31:00,coding,TypeScript,49
D020,2026-07-04 11:32:00,idle,Java,22
D024,2026-07-04 11:32:00,coding,JavaScript,57
D038,2026-07-04 11:33:00,coding,TypeScript,84
D007,2026-07-04 11:34:00,file_edit,SQL,7
D027,2026-07-04 11:35:00,coding,Other,72
D094,2026-07-04 11:35:00,coding,Java,52
D061,2026-07-04 11:35:00,coding,JavaScript,44
D095,2026-07-04 11:36:00,debugging,SQL,41
D050,2026-07-04 11:37:00,idle,TypeScript,10
D075,2026-07-04 11:37:00,debugging,Java,7
D002,2026-07-04 11:39:00,debugging,JavaScript,44
D031,2026-07-04 11:39:00,coding,JavaScript,48
D095,2026-07-04 11:39:00,coding,SQL,23
D063,2026-07-04 11:40:00,file_edit,Other,10
D002,2026-07-04 11:42:00,idle,TypeScript,23
D077,2026-07-04 11:42:00,file_edit,Java,54
D053,2026-07-04 11:42:00,coding,JavaScript,67
D099,2026-07-04 11:44:00,file_edit,Python,85
D023,2026-07-04 11:45:00,coding,JavaScript,64
D079,2026-07-04 11:46:00,coding,Python,60
D042,2026-07-04 11:46:00,terminal,Java,67
D023,2026-07-04 11:46:00,debugging,TypeScript,20
D093,2026-07-04 11:46:00,debugging,Python,18
D027,2026-07-04 11:46:00,coding,TypeScript,23
D072,2026-07-04 11:46:00,terminal,JavaScript,88
D047,2026-07-04 11:47:00,file_edit,Python,27
D019,2026-07-04 11:47:00,coding,Java,62
D093,2026-07-04 11:47:00,coding,TypeScript,6
D022,2026-07-04 11:47:00,coding,SQL,44
D054,2026-07-04 11:48:00,coding,Python,47
D029,2026-07-04 11:49:00,coding,JavaScript,22
D010,2026-07-04 11:50:00,coding,SQL,64
D068,2026-07-04 11:50:00,file_edit,SQL,12
D029,2026-07-04 11:50:00,debugging,Python,1
D032,2026-07-04 11:51:00,file_edit,Other,82
D061,2026-07-04 11:51:00,coding,TypeScript,46
D040,2026-07-04 11:51:00,coding,SQL,75
D081,2026-07-04 11:51:00,terminal,JavaScript,63
D052,2026-07-04 11:52:00,coding,Other,23
D001,2026-07-04 11:52:00,debugging,SQL,17
D039,2026-07-04 11:52:00,file_edit,JavaScript,47
D002,2026-07-04 11:52:00,coding,SQL,5
D016,2026-07-04 11:52:00,coding,TypeScript,51
D010,2026-07-04 11:53:00,coding,SQL,9
D084,2026-07-04 11:53:00,file_edit,Java,42
D028,2026-07-04 11:54:00,terminal,TypeScript,43
D032,2026-07-04 11:55:00,debugging,Java,46
D093,2026-07-04 11:55:00,debugging,Java,48
D060,2026-07-04 11:55:00,debugging,SQL,20
D045,2026-07-04 11:56:00,coding,TypeScript,17
D007,2026-07-04 11:57:00,coding,TypeScript,17
D075,2026-07-04 11:57:00,idle,Python,28
D047,2026-07-04 11:58:00,debugging,Other,15
D059,2026-07-04 11:58:00,coding,JavaScript,25
D006,2026-07-04 11:58:00,coding,JavaScript,39
D044,2026-07-04 11:59:00,debugging,Python,58
D088,2026-07-04 12:00:00,coding,TypeScript,85
D094,2026-07-04 12:01:00,coding,Java,58
D015,2026-07-04 12:02:00,coding,TypeScript,70
D068,2026-07-04 12:02:00,coding,JavaScript,69
D088,2026-07-04 12:03:00,coding,Java,42
D064,2026-07-04 12:03:00,coding,Other,82
D065,2026-07-04 12:03:00,debugging,TypeScript,68
D016,2026-07-04 12:03:00,terminal,Java,38
D081,2026-07-04 12:05:00,coding,Python,80
D045,2026-07-04 12:05:00,coding,JavaScript,15
D083,2026-07-04 12:05:00,coding,SQL,58
D045,2026-07-04 12:06:00,file_edit,TypeScript,14
D006,2026-07-04 12:06:00,coding,Other,11
D079,2026-07-04 12:06:00,terminal,Other,43
D046,2026-07-04 12:06:00,file_edit,JavaScript,73
D050,2026-07-04 12:07:00,file_edit,JavaScript,59
D095,2026-07-04 12:07:00,terminal,SQL,2
D027,2026-07-04 12:07:00,debugging,JavaScript,79
D025,2026-07-04 12:09:00,file_edit,JavaScript,6
D054,2026-07-04 12:10:00,debugging,JavaScript,64
D022,2026-07-04 12:11:00,coding,Other,37
D057,2026-07-04 12:11:00,file_edit,TypeScript,84
D066,2026-07-04 12:11:00,coding,JavaScript,69
D084,2026-07-04 12:12:00,coding,JavaScript,85
D079,2026-07-04 12:12:00,coding,Other,41
D021,2026-07-04 12:13:00,terminal,SQL,84
D014,2026-07-04 12:13:00,coding,Java,71
D010,2026-07-04 12:14:00,coding,Java,89
D056,2026-07-04 12:15:00,coding,Java,69
D062,2026-07-04 12:16:00,coding,Other,60
D021,2026-07-04 12:16:00,debugging,TypeScript,7
D028,2026-07-04 12:16:00,coding,JavaScript,13
D069,2026-07-04 12:16:00,debugging,JavaScript,68
D035,2026-07-04 12:17:00,terminal,TypeScript,89
D034,2026-07-04 12:17:00,coding,TypeScript,73
D016,2026-07-04 12:17:00,debugging,Other,50
D096,2026-07-04 12:18:00,idle,Other,57
D093,2026-07-04 12:18:00,file_edit,Python,34
D094,2026-07-04 12:18:00,file_edit,SQL,21
D045,2026-07-04 12:20:00,coding,Other,13
D046,2026-07-04 12:21:00,coding,Java,6
D085,2026-07-04 12:22:00,terminal,JavaScript,4
D085,2026-07-04 12:22:00,debugging,TypeScript,60
D063,2026-07-04 12:22:00,debugging,TypeScript,67
D033,2026-07-04 12:22:00,debugging,Java,55
D074,2026-07-04 12:23:00,coding,SQL,50
D035,2026-07-04 12:23:00,coding,Other,79
D092,2026-07-04 12:23:00,debugging,Java,33
D053,2026-07-04 12:23:00,terminal,TypeScript,83
D025,2026-07-04 12:24:00,coding,TypeScript,21
D083,2026-07-04 12:25:00,terminal,TypeScript,75
D100,2026-07-04 12:26:00,idle,SQL,77
D079,2026-07-04 12:27:00,coding,TypeScript,24
D093,2026-07-04 12:28:00,file_edit,Other,31
D035,2026-07-04 12:31:00,terminal,Java,90
D061,2026-07-04 12:33:00,coding,JavaScript,24
D089,2026-07-04 12:33:00,file_edit,Python,52
D068,2026-07-04 12:33:00,file_edit,Java,59
D033,2026-07-04 12:34:00,coding,Python,33
D086,2026-07-04 12:35:00,debugging,SQL,31
D064,2026-07-04 12:35:00,coding,Java,9
D058,2026-07-04 12:35:00,coding,Java,23
D099,2026-07-04 12:36:00,idle,SQL,9
D009,2026-07-04 12:36:00,coding,Other,33
D019,2026-07-04 12:36:00,coding,SQL,64
D074,2026-07-04 12:36:00,coding,Other,75
D063,2026-07-04 12:36:00,debugging,TypeScript,49
D065,2026-07-04 12:36:00,debugging,JavaScript,39
D048,2026-07-04 12:37:00,coding,JavaScript,43
D009,2026-07-04 12:37:00,debugging,SQL,66
D090,2026-07-04 12:38:00,idle,Python,9
D062,2026-07-04 12:39:00,terminal,Other,34
D068,2026-07-04 12:39:00,coding,Other,77
D030,2026-07-04 12:40:00,debugging,Python,54
D070,2026-07-04 12:40:00,coding,Other,32
D056,2026-07-04 12:40:00,coding,JavaScript,15
D009,2026-07-04 12:41:00,file_edit,Other,20
D084,2026-07-04 12:41:00,idle,JavaScript,6
D012,2026-07-04 12:41:00,terminal,Other,15
D033,2026-07-04 12:41:00,coding,Java,40
D022,2026-07-04 12:42:00,terminal,Java,68
D017,2026-07-04 12:42:00,coding,Python,38
D019,2026-07-04 12:42:00,coding,SQL,36
D001,2026-07-04 12:42:00,coding,Java,83
D073,2026-07-04 12:42:00,coding,TypeScript,89
D075,2026-07-04 12:44:00,coding,JavaScript,52
